"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","actrolg","polintr","yrbrn","age"
"ESS1e06_7",1,"6.7","23.11.2023",242,"ES",0.7978,0.781818,2.0200796,1.5793345,,,,,4,1939,
"ESS1e06_7",1,"6.7","23.11.2023",243,"ES",1.1968,0.81262165,2.0200796,1.6415604,,,,,3,1983,
"ESS1e06_7",1,"6.7","23.11.2023",244,"ES",1.9946,2.4370537,2.0200796,4.9230423,,,,,4,1981,
"ESS1e06_7",1,"6.7","23.11.2023",245,"ES",1.1968,1.6536629,2.0200796,3.3405306,,,,,2,1964,
"ESS1e06_7",1,"6.7","23.11.2023",246,"ES",0.7978,0.9747726,2.0200796,1.9691182,,,,,4,1976,
"ESS1e06_7",1,"6.7","23.11.2023",258,"ES",0.6161,0.7497437,2.0200796,1.514542,,,,,4,1920,
"ESS1e06_7",1,"6.7","23.11.2023",261,"ES",0.9241,1.0130447,2.0200796,2.046431,,,,,3,1928,
"ESS1e06_7",1,"6.7","23.11.2023",263,"ES",0.6161,0.51947904,2.0200796,1.049389,,,,,4,1975,
"ESS1e06_7",1,"6.7","23.11.2023",265,"ES",1.2321,1.0388737,2.0200796,2.0986075,,,,,3,1982,
"ESS1e06_7",1,"6.7","23.11.2023",268,"ES",0.6461,0.78625125,2.0200796,1.5882901,,,,,3,1933,
"ESS1e06_7",1,"6.7","23.11.2023",269,"ES",0.6461,0.78625125,2.0200796,1.5882901,,,,,4,1925,
"ESS1e06_7",1,"6.7","23.11.2023",270,"ES",0.6461,0.43899402,2.0200796,0.88680285,,,,,4,1960,
"ESS1e06_7",1,"6.7","23.11.2023",271,"ES",1.2923,1.5726242,2.0200796,3.176826,,,,,4,1945,
"ESS1e06_7",1,"6.7","23.11.2023",272,"ES",0.6461,0.78625125,2.0200796,1.5882901,,,,,3,1931,
"ESS1e06_7",1,"6.7","23.11.2023",273,"ES",0.6461,0.38212255,2.0200796,0.77191794,,,,,4,1963,
"ESS1e06_7",1,"6.7","23.11.2023",275,"ES",0.9692,1.5127513,2.0200796,3.0558782,,,,,3,1969,
"ESS1e06_7",1,"6.7","23.11.2023",276,"ES",0.6461,0.78625125,2.0200796,1.5882901,,,,,3,1932,
"ESS1e06_7",1,"6.7","23.11.2023",277,"ES",0.69,0.521332,2.0200796,1.0531322,,,,,3,1969,
"ESS1e06_7",1,"6.7","23.11.2023",282,"ES",1.38,0.7313589,2.0200796,1.4774032,,,,,3,1960,
"ESS1e06_7",1,"6.7","23.11.2023",283,"ES",2.415,2.6334634,2.0200796,5.3198056,,,,,3,1946,
"ESS1e06_7",1,"6.7","23.11.2023",286,"ES",0.69,0.7524181,2.0200796,1.5199444,,,,,4,1937,
"ESS1e06_7",1,"6.7","23.11.2023",288,"ES",1.035,1.4475814,2.0200796,2.9242296,,,,,4,1985,
"ESS1e06_7",1,"6.7","23.11.2023",289,"ES",0.8253,0.7989591,2.0200796,1.613961,,,,,3,1924,
"ESS1e06_7",1,"6.7","23.11.2023",290,"ES",0.8253,0.49977213,2.0200796,1.0095795,,,,,3,1978,
"ESS1e06_7",1,"6.7","23.11.2023",291,"ES",0.8253,0.7989591,2.0200796,1.613961,,,,,3,1932,
"ESS1e06_7",1,"6.7","23.11.2023",292,"ES",0.8253,0.7989591,2.0200796,1.613961,,,,,7,1925,
"ESS1e06_7",1,"6.7","23.11.2023",294,"ES",1.238,1.3499907,2.0200796,2.7270887,,,,,4,1927,
"ESS1e06_7",1,"6.7","23.11.2023",297,"ES",0.8253,1.2689245,2.0200796,2.5633285,,,,,3,1961,
"ESS1e06_7",1,"6.7","23.11.2023",300,"ES",0.3944,0.50595075,2.0200796,1.0220608,,,,,1,1949,
"ESS1e06_7",1,"6.7","23.11.2023",301,"ES",1.5775,1.5985678,2.0200796,3.2292342,,,,,1,7777,
"ESS1e06_7",1,"6.7","23.11.2023",304,"ES",1.5775,2.206338,2.0200796,4.4569783,,,,,3,1986,
"ESS1e06_7",1,"6.7","23.11.2023",308,"ES",0.7888,0.79683894,2.0200796,1.6096781,,,,,3,1966,
"ESS1e06_7",1,"6.7","23.11.2023",309,"ES",0.3995,0.43563917,2.0200796,0.8800258,,,,,8,1918,
"ESS1e06_7",1,"6.7","23.11.2023",310,"ES",1.1986,0.9056066,2.0200796,1.8293974,,,,,3,1985,
"ESS1e06_7",1,"6.7","23.11.2023",312,"ES",0.3995,0.43563917,2.0200796,0.8800258,,,,,7,1931,
"ESS1e06_7",1,"6.7","23.11.2023",313,"ES",1.1986,1.3070265,2.0200796,2.6402977,,,,,4,1942,
"ESS1e06_7",1,"6.7","23.11.2023",315,"ES",1.5981,2.2351496,2.0200796,4.51518,,,,,3,1969,
"ESS1e06_7",1,"6.7","23.11.2023",316,"ES",0.799,0.7734985,2.0200796,1.5625285,,,,,4,1935,
"ESS1e06_7",1,"6.7","23.11.2023",320,"ES",0.8102,0.82102036,2.0200796,1.6585265,,,,,8,7777,
"ESS1e06_7",1,"6.7","23.11.2023",321,"ES",0.8102,0.8834915,2.0200796,1.7847232,,,,,8,1930,
"ESS1e06_7",1,"6.7","23.11.2023",323,"ES",0.8102,1.1015394,2.0200796,2.2251973,,,,,4,1972,
"ESS1e06_7",1,"6.7","23.11.2023",324,"ES",0.8102,0.78434104,2.0200796,1.5844313,,,,,4,1933,
"ESS1e06_7",1,"6.7","23.11.2023",325,"ES",0.8102,0.8834915,2.0200796,1.7847232,,,,,4,1932,
"ESS1e06_7",1,"6.7","23.11.2023",326,"ES",0.8102,0.8834915,2.0200796,1.7847232,,,,,4,1920,
"ESS1e06_7",1,"6.7","23.11.2023",327,"ES",0.8102,1.1015394,2.0200796,2.2251973,,,,,3,1973,
"ESS1e06_7",1,"6.7","23.11.2023",342,"ES",1.2591,1.2719319,2.0200796,2.5694036,,,,,4,1957,
"ESS1e06_7",1,"6.7","23.11.2023",345,"ES",0.8394,0.8245693,2.0200796,1.6656955,,,,,2,1944,
"ESS1e06_7",1,"6.7","23.11.2023",347,"ES",0.4197,0.4063045,2.0200796,0.82076746,,,,,4,1940,
"ESS1e06_7",1,"6.7","23.11.2023",352,"ES",0.841,0.6451116,2.0200796,1.3031769,,,,,3,1978,
"ESS1e06_7",1,"6.7","23.11.2023",354,"ES",0.4205,0.22625124,2.0200796,0.45704553,,,,,3,1957,
"ESS1e06_7",1,"6.7","23.11.2023",355,"ES",0.4205,0.25992432,2.0200796,0.5250678,,,,,3,1959,
"ESS1e06_7",1,"6.7","23.11.2023",356,"ES",0.841,1.3127844,2.0200796,2.6519291,,,,,4,1964,
"ESS1e06_7",1,"6.7","23.11.2023",363,"ES",1.0763,1.6800832,2.0200796,3.3939018,,,,,4,1963,
"ESS1e06_7",1,"6.7","23.11.2023",365,"ES",1.6145,1.0183598,2.0200796,2.0571678,,,,,4,1916,
"ESS1e06_7",1,"6.7","23.11.2023",369,"ES",0.8751,1.2426072,2.0200796,2.5101655,,,,,4,1986,
"ESS1e06_7",1,"6.7","23.11.2023",370,"ES",1.1668,1.6568096,2.0200796,3.3468874,,,,,2,1986,
"ESS1e06_7",1,"6.7","23.11.2023",371,"ES",0.5834,0.31390005,2.0200796,0.6341031,,,,,4,1967,
"ESS1e06_7",1,"6.7","23.11.2023",372,"ES",1.1668,0.6226939,2.0200796,1.2578913,,,,,3,1945,
"ESS1e06_7",1,"6.7","23.11.2023",374,"ES",0.8751,0.47085008,2.0200796,0.95115465,,,,,3,1962,
"ESS1e06_7",1,"6.7","23.11.2023",377,"ES",0.5834,0.5983339,2.0200796,1.2086821,,,,,3,1959,
"ESS1e06_7",1,"6.7","23.11.2023",378,"ES",0.5834,0.3586742,2.0200796,0.7245504,,,,,3,1970,
"ESS1e06_7",1,"6.7","23.11.2023",379,"ES",0.8007,0.88644844,2.0200796,1.7906964,,,,,4,1929,
"ESS1e06_7",1,"6.7","23.11.2023",383,"ES",1.2011,1.6579082,2.0200796,3.3491066,,,,,4,1969,
"ESS1e06_7",1,"6.7","23.11.2023",384,"ES",1.6015,1.6848059,2.0200796,3.403442,,,,,3,1951,
"ESS1e06_7",1,"6.7","23.11.2023",385,"ES",0.8007,0.8211963,2.0200796,1.6588819,,,,,3,1950,
"ESS1e06_7",1,"6.7","23.11.2023",386,"ES",0.4004,0.5685521,2.0200796,1.1485205,,,,,4,1976,
"ESS1e06_7",1,"6.7","23.11.2023",387,"ES",0.8007,0.4922702,2.0200796,0.994425,,,,,2,1978,
"ESS1e06_7",1,"6.7","23.11.2023",390,"ES",0.4004,0.4432796,2.0200796,0.89546007,,,,,3,1917,
"ESS1e06_7",1,"6.7","23.11.2023",395,"ES",0.7856,0.7721251,2.0200796,1.5597543,,,,,4,1927,
"ESS1e06_7",1,"6.7","23.11.2023",396,"ES",1.1784,1.2085646,2.0200796,2.4413967,,,,,3,1957,
"ESS1e06_7",1,"6.7","23.11.2023",398,"ES",1.5712,2.1729534,2.0200796,4.389539,,,,,4,1974,
"ESS1e06_7",1,"6.7","23.11.2023",399,"ES",0.7856,0.86973137,2.0200796,1.7569267,,,,,3,1940,
"ESS1e06_7",1,"6.7","23.11.2023",400,"ES",1.5712,2.2310414,2.0200796,4.506881,,,,,2,1977,
"ESS1e06_7",1,"6.7","23.11.2023",401,"ES",0.7856,0.42269436,2.0200796,0.85387623,,,,,2,1965,
"ESS1e06_7",1,"6.7","23.11.2023",402,"ES",0.3928,0.43486568,2.0200796,0.8784633,,,,,4,1927,
"ESS1e06_7",1,"6.7","23.11.2023",403,"ES",0.7658,0.47336516,2.0200796,0.9562353,,,,,2,1950,
"ESS1e06_7",1,"6.7","23.11.2023",404,"ES",0.7658,0.75266474,2.0200796,1.5204427,,,,,2,1930,
"ESS1e06_7",1,"6.7","23.11.2023",405,"ES",1.1487,0.61806136,2.0200796,1.2485331,,,,,3,1965,
"ESS1e06_7",1,"6.7","23.11.2023",406,"ES",0.7658,0.47336516,2.0200796,0.9562353,,,,,4,1962,
"ESS1e06_7",1,"6.7","23.11.2023",408,"ES",0.7658,0.4120409,2.0200796,0.8323554,,,,,4,1966,
"ESS1e06_7",1,"6.7","23.11.2023",409,"ES",1.1487,0.61806136,2.0200796,1.2485331,,,,,4,1962,
"ESS1e06_7",1,"6.7","23.11.2023",410,"ES",0.7658,0.75266474,2.0200796,1.5204427,,,,,2,1945,
"ESS1e06_7",1,"6.7","23.11.2023",411,"ES",0.3829,0.37633237,2.0200796,0.76022136,,,,,4,1930,
"ESS1e06_7",1,"6.7","23.11.2023",412,"ES",0.3829,0.23668258,2.0200796,0.47811764,,,,,4,1957,
"ESS1e06_7",1,"6.7","23.11.2023",415,"ES",1.1297,0.6945393,2.0200796,1.4030247,,,,,2,1970,
"ESS1e06_7",1,"6.7","23.11.2023",416,"ES",1.1297,1.2506816,2.0200796,2.5264764,,,,,2,1932,
"ESS1e06_7",1,"6.7","23.11.2023",417,"ES",1.1297,1.2506816,2.0200796,2.5264764,,,,,4,1930,
"ESS1e06_7",1,"6.7","23.11.2023",418,"ES",1.6946,2.4062645,2.0200796,4.860846,,,,,3,1980,
"ESS1e06_7",1,"6.7","23.11.2023",421,"ES",1.1297,0.60783833,2.0200796,1.2278818,,,,,3,1966,
"ESS1e06_7",1,"6.7","23.11.2023",422,"ES",0.5649,0.30394608,2.0200796,0.61399525,,,,,3,1966,
"ESS1e06_7",1,"6.7","23.11.2023",424,"ES",1.1297,0.6983032,2.0200796,1.4106281,,,,,4,1960,
"ESS1e06_7",1,"6.7","23.11.2023",426,"ES",0.7361,0.7480568,2.0200796,1.5111344,,,,,1,1931,
"ESS1e06_7",1,"6.7","23.11.2023",428,"ES",0.7361,0.8800266,2.0200796,1.7777238,,,,,2,1964,
"ESS1e06_7",1,"6.7","23.11.2023",429,"ES",0.7361,0.7480568,2.0200796,1.5111344,,,,,2,1937,
"ESS1e06_7",1,"6.7","23.11.2023",432,"ES",1.1041,1.5820491,2.0200796,3.1958652,,,,,4,1963,
"ESS1e06_7",1,"6.7","23.11.2023",434,"ES",0.7361,0.3635598,2.0200796,0.73441976,,,,,3,1965,
"ESS1e06_7",1,"6.7","23.11.2023",435,"ES",0.8117,0.45808214,2.0200796,0.9253624,,,,,3,1971,
"ESS1e06_7",1,"6.7","23.11.2023",437,"ES",0.4059,0.36620086,2.0200796,0.7397549,,,,,4,1921,
"ESS1e06_7",1,"6.7","23.11.2023",438,"ES",0.8117,0.82488483,2.0200796,1.6663331,,,,,4,1927,
